ticker,company_name,industry,market_cap,esg_score,volatility,leverage,profit_margin,roe,current_ratio,asset_turnover,rd_expense_pct,debt_ratio,num_employees,annual_return
KLTO,Klotho Neurosciences Inc,Pharmaceutical Preparation Manufacturing,2528.338786,1.606736084,0.3635539928,0.5935671164,4.425308019,7.499564712,2.288010714,0.5944149783,0.9318161676,0.2486990849,8729,90198.47066
ACTU,Actuate Therapeutics Inc,Research and Development in Biotechnology (except Nanobiotechnology),8127.336014,46.94938353,0.382844287,0.8878481551,11.80249431,19.08812533,1.652298121,1.758010273,1.003155929,0.5386677964,24094,156123.173
BENF,Beneficient,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",3292.587312,3.440949515,0.494419607,0.5670125088,4.690121157,5.816922109,2.42578974,0.7461626558,4.633979338,0.3337898115,11474,120378.75
PETZ,TDH Holdings Inc,Dog and Cat Food Manufacturing,23912.74084,90.96058386,0.4804677281,1.441897513,18.44879428,20.62131831,1.411448828,0.8455508953,3.707892705,0.7981059221,37867,229378.1882
NVAX,Novavax Inc,Biological Product (except Diagnostic) Manufacturing,6220.180146,52.32234693,0.4887742779,0.776059543,12.87301343,17.01221237,1.81548027,1.429917234,2.566881654,0.4111301521,19890,147911.3571
TALK,Talkspace Inc,"Offices of Physicians, Mental Health Specialists",2755.698888,8.419457257,0.4424122938,0.664470548,4.916022249,3.80883165,2.273107225,0.7656070034,6.444657037,0.3207030923,9532,96537.45314
ISPR,Ispire Technology Inc,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers",5046.044739,11.9173961,0.3202418035,0.8170063725,7.733629208,10.44800952,1.514814892,0.6490869395,1.464763789,0.4353170927,16724,134178.7089
ZTEK,Zentek Ltd,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and",12179.88075,38.96739342,0.7044025097,1.270255539,10.28946744,13.50544849,2.03744735,1.008793183,7.805426847,0.6121302995,29737,134303.8532
VRA,Vera Bradley Inc,Other Leather and Allied Product Manufacturing,3772.727683,94.08318509,0.4051729146,0.8722363158,17.84965124,16.02852911,1.942501093,1.126168649,0.6807688006,0.3640401331,13130,179258.1391
ESPR,Esperion Therapeutics Inc,Pharmaceutical Preparation Manufacturing,2766.556073,69.59800601,0.4321349141,0.5765015903,14.91228976,21.4866532,2.396596256,1.425879122,1.386730435,0.3334913062,9590,169092.6173
PRHI,Presurance Holdings Inc,Direct Property and Casualty Insurance Carriers,9941.246152,86.89426775,0.3502839427,1.055708745,18.3975274,23.52896358,2.159248704,1.919003351,2.834874907,0.6059920445,26374,186797.246
BELFA,Bel Fuse Inc,Electronic Connector Manufacturing,9956.519988,37.27920799,0.6747867504,1.074041677,10.7164385,18.40541556,2.060813032,1.390495268,4.318618214,0.5260275003,27037,166917.1396
CLDX,Celldex Therapeutics Inc,Research and Development in Biotechnology (except Nanobiotechnology),4038.752738,5.278156255,0.2770880525,0.8588248632,6.424900611,10.35647667,1.777503021,0.9323768566,2.121021189,0.399087493,13959,125761.7365
MBLY,Mobileye Global Inc,Software Publishers,4216.568981,97.45744608,0.488985499,0.7553447709,20.9661361,29.36618903,1.677158034,2.19278744,6.021613616,0.3729937114,14775,195864.4533
GRVY,Gravity Co Ltd,Software Publishers,9803.384187,2.700126076,0.3859079161,0.942395243,7.362429217,14.40503132,1.38485399,1.319321115,3.181564276,0.5707701757,26810,137298.0744
MGN,Megan Holdings Ltd,Commercial and Institutional Building Construction,1305.474422,94.81751366,0.2385722689,0.433159443,19.65085629,25.1858763,2.589742452,1.411098164,0.7890375005,0.2009422984,3902,201661.1724
EPOW,Sunrise New Energy Co Ltd,All Other Support Services,1370.685798,37.49906496,0.3768242845,0.4421698835,9.020756163,12.82243783,2.224482654,1.017797164,7.082914756,0.1958977602,4082,151925.101
CENN,Cenntro Inc (The Corporation),Automobile and Light Duty Motor Vehicle Manufacturing,3133.450085,1.998950097,0.482802999,0.7678426159,4.896176311,3.154781903,1.888118915,0.7221315126,7.578992548,0.3600954552,10988,125984.8394
KMDA,Kamada Ltd,Biological Product (except Diagnostic) Manufacturing,5743.858198,69.22656594,0.2926195649,1.029616685,13.87750731,22.37162201,1.932980179,1.431803074,5.139227168,0.4394959797,19163,171518.3583
EHLD,Euroholdings Ltd,Deep Sea Freight Transportation,10776.38111,98.0734901,0.5815060991,0.9486886231,22.25630463,28.27047335,2.170285045,2.319434625,6.549022914,0.5449177644,28054,217889.4014
TACT,TransAct Technologies Inc,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,43584.22124,96.59694656,0.7040516038,1.296057138,22.47064331,25.94758032,1.774693405,1.819954769,1.40833654,0.7991071086,42061,206756.8482
INDB,Independent Bank Corp (Massachusetts),Commercial Banking,20768.95397,16.93276411,0.4741627529,1.293015634,8.515381413,14.43762515,1.748452422,1.07120599,2.516152113,0.7359161876,36891,148079.2065
RAPP,Rapport Therapeutics Inc,Research and Development in Biotechnology (except Nanobiotechnology),6124.77175,18.9435328,0.6136575261,1.064552198,9.129218184,6.415718245,2.082263177,0.5961971836,2.939237658,0.5075855334,19959,130548.2619
NSPR,InspireMD Inc,Electromedical and Electrotherapeutic Apparatus Manufacturing,7253.240082,56.98835255,0.3153743285,0.8384919774,13.92466767,17.42177854,1.927507487,1.556594444,7.705648752,0.5221201827,22172,179954.5522
ALOT,AstroNova Inc,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,2228.285574,64.09317782,0.2488253434,0.6792712203,15.16306055,22.92060578,2.323507673,1.516457902,4.341669799,0.2226052034,7265,186525.11
SPHL,Springview Holdings Ltd,New Multifamily Housing Construction (except For-Sale Builders),7257.620086,74.20237345,0.5468185396,1.079551695,13.73417469,17.16784407,1.848903704,1.434377039,0.5556016911,0.5978365543,22268,188294.2503
GGR,Gogoro Inc,Battery Manufacturing,5248.159059,18.92398569,0.3304390279,0.773954969,7.727699305,9.119473313,1.982072051,0.7256697943,3.351393672,0.4315913128,17224,125513.3207
DGNX,Diginex Ltd,Software Publishers,10930.20436,95.94170159,0.5481453556,1.005271413,18.06952564,22.43496638,1.953779892,1.635787877,0.5581295065,0.6435268942,28479,200867.5101
INBX,Inhibrx Biosciences Inc,Research and Development in Biotechnology (except Nanobiotechnology),2749.971627,64.23518637,0.3665809792,0.6980721912,15.05731276,14.03898752,2.266448541,1.074772196,2.283543054,0.2849467426,9327,138374.9333
DOGZ,Dogness International Corp,Cut and Sew Apparel Manufacturing (except Contractors),13838.90106,84.85764497,0.5170889258,1.190271939,17.63923198,25.31351367,1.429874244,1.702596801,3.910250504,0.6715927056,32278,180973.0169
TRAW,Traws Pharma Inc,Research and Development in Biotechnology (except Nanobiotechnology),46691.13986,54.46650581,0.7110222146,1.50041703,16.09020882,20.93959245,1.63198513,1.387723463,2.925447916,0.8555643214,42092,194716.8708
CRESY,Cresud SACIF y A,Oilseed and Grain Combination Farming,6512.709323,42.01340791,0.4367921586,0.8888035395,12.67695272,16.39536943,1.951066349,1.524893727,0.7455065921,0.5192564758,20393,166494.3627
MODD,Modular Medical Inc,In-Vitro Diagnostic Substance Manufacturing,12016.99374,97.74110775,0.5519118665,1.154363675,20.08793414,25.29951511,1.894405418,1.666774961,1.372517918,0.6575155192,29584,193553.0243
NNE,Nano Nuclear Energy Inc,Nuclear Electric Power Generation,16986.86701,58.63001571,0.6788484122,1.243945549,13.39409283,18.11515079,1.594654987,1.3770661,4.631649209,0.7284024489,34754,171561.5603
SYPR,Sypris Solutions Inc,Motor Vehicle Transmission and Power Train Parts Manufacturing,4585.059855,86.8204847,0.4691006202,0.7600366872,20.53710489,28.60483798,2.287445296,1.911213443,5.717036783,0.3800639985,15766,193873.0041
RELI,Reliance Global Group Inc,Insurance Agencies and Brokerages,9710.217723,95.37594724,0.5499048677,0.9469541833,19.26146012,24.95756152,1.830449902,2.0703321,3.534117592,0.5426062773,26544,213779.2809
MSW,Ming Shing Group Holdings Ltd,All Other Specialty Trade Contractors,7533.642129,67.86010807,0.344517308,0.8248877087,15.67652715,16.72692294,2.094519262,1.514407864,5.986113098,0.5188705365,22441,209857.1584
GEMI,Gemini Space Station Inc,Commodity Contracts Intermediation,8343.468729,55.34492917,0.5365773852,1.325144358,13.36511378,19.7646849,1.681223039,1.646370397,1.724996664,0.5681962554,24015,175955.8465
CRMD,CorMedix Inc,Pharmaceutical Preparation Manufacturing,2934.848947,1.34757424,0.2582859742,0.5020671353,4.595905277,9.010795406,2.033097736,0.6349624457,1.415434609,0.2922717067,10029,100467.0736
MTLS,Materialise NV,Software Publishers,7642.157324,4.961944433,0.3482160116,1.04721843,5.799050999,9.575442193,2.017357734,0.8474936321,6.79590287,0.5527150192,22665,113097.3684
LOVE,Lovesac Co,Upholstered Household Furniture Manufacturing,13488.88045,20.88427039,0.543442229,1.074635808,5.189690282,11.45335226,1.558997109,1.310391356,3.044100114,0.7012257272,31187,153453.2598
CZWI,Citizens Community Bancorp Inc,Commercial Banking,42336.09601,19.41483475,0.4975868085,1.164344238,5.590665611,8.799934763,2.230495623,0.705810575,3.741859415,0.7760326544,42043,104464.6315
FOSL,Fossil Group Inc,Other Measuring and Controlling Device Manufacturing,23462.24932,26.22112072,0.6363320691,1.281593541,9.457613921,16.68326497,1.812484783,1.350965958,7.606862017,0.7145405945,37630,127588.7083
DGICB,Donegal Group Inc,Direct Property and Casualty Insurance Carriers,98306.15852,31.18852913,0.7083471562,1.49811759,12.03057891,20.65832775,1.482932381,1.319864087,3.68084246,0.8537872205,45238,176756.7128
PTLO,Portillos Inc,Full-Service Restaurants,2954.858164,36.64648386,0.1673450217,0.7989728352,11.01930424,16.97010374,2.367711884,1.155523736,0.5261757939,0.3152152907,10362,159839.7297
SBAC,SBA Communications Corp,Lessors of Other Real Estate Property,21137.57982,42.63323132,0.4723602922,1.305526323,10.31443142,12.13351683,1.503338566,1.442832972,7.534789547,0.7103810924,36442,164469.2678
BON,Bon Natural Life Ltd,Medicinal and Botanical Manufacturing,9246.805433,10.78776751,0.3558010427,1.090358058,4.453884495,6.952304238,2.052633142,0.9914693402,0.6058897511,0.6035594199,25233,107537.3264
ORBS,Eightco Holdings Inc,"International, Secondary Market, and All Other Nondepository Credit Intermediation",102722.5071,5.193831263,0.5887370723,1.410039976,6.95586558,14.0636068,1.724570565,1.399808385,5.467147128,0.87,44333,147028.6911
ARBK,Argo Blockchain PLC,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",2813.163875,67.72050046,0.393868839,0.7949550228,14.30728234,14.67585521,2.520017165,1.390541057,2.921681821,0.296702544,9374,178099.8701
CARV,Carver Bancorp Inc,Savings Institutions and Other Depository Credit Intermediation,2709.059471,54.19614766,0.2909385509,0.6383872068,14.09427528,17.73726933,2.091355475,1.359005794,4.027930674,0.2303347215,9302,165591.4708
WNW,Meiwu Technology Co Ltd,All Other Miscellaneous Retailers,3614.655494,44.97027602,0.2860610188,0.510477881,12.33033914,15.76751246,1.785091361,1.150056281,4.604638758,0.2900738858,12440,151249.3534
BOTJ,Bank of the James,Commercial Banking,580.1856487,63.80955418,0.4158285857,0.4612291718,15.28888371,17.75102866,2.111007369,1.307133381,3.56345043,0.171621866,1264,170765.5532
CDRO,Codere Online Luxembourg SA,Casinos (except Casino Hotels),3948.602427,82.94026131,0.15,0.6297072206,17.49144176,25.60836696,2.083269247,1.742053057,6.307765904,0.2768679983,13380,179386.4225
CUPR,Cuprina Holdings (Cayman) Ltd,Pharmaceutical Preparation Manufacturing,2984.130852,43.341598,0.4959360325,0.6821811637,12.07670628,17.62249275,2.586766257,1.736381851,7.480298072,0.3444976862,10324,181136.0078
QSEA,Quartzsea Acquisition Corp,Other Financial Vehicles,8888.339687,64.47082704,0.4135751109,1.081196869,14.49144245,17.25655588,2.515294152,1.095556508,1.148090391,0.5360078805,24882,175161.0068
MCRI,Monarch Casino & Resort Inc,Casino Hotels,11182.77779,95.40365016,0.5568752299,1.377231707,18.35758772,25.84564403,1.728151977,1.681549912,6.501896609,0.7293722619,28606,213516.1776
MQ,Marqeta Inc,Software Publishers,70504.2318,84.12282509,0.5822636662,1.48595143,16.17317517,20.9325615,1.458817182,1.364035402,1.465033557,0.87,44111,198640.7064
PXS,Pyxis Tankers Inc,Deep Sea Freight Transportation,23214.48256,43.17408024,0.7234789941,1.279483626,7.898598839,8.807734887,1.50897121,1.151711384,1.102078874,0.7383803671,37409,167065.8204
PLCE,Children's Place Inc,Clothing and Clothing Accessories Retailers,3713.531608,64.82696694,0.2481833406,0.863739417,14.4523807,17.20410161,2.336332248,1.730962732,7.668735895,0.3425623805,12512,155842.9365
SGRP,SPAR Group Inc,Other Services Related to Advertising,2524.820878,18.53002127,0.3598882111,0.7694276116,10.05857046,15.37843778,2.77565944,1.330679161,4.169733361,0.3174291482,8717,108377.9189
SGA,Saga Communications Inc,Radio Broadcasting Stations,13390.83787,56.4916963,0.6073945808,1.271188186,14.56887458,22.29967914,2.18459355,1.693187124,1.644524683,0.7093014313,31298,166947.2741
GIW,GigCapital8 Corp,Other Financial Vehicles,1521.943107,98.15150082,0.15,0.2620790961,20.0642888,24.61684186,2.661392984,1.749106278,4.774678349,0.15,4655,221203.2145
PAVM,PAVmed Inc,Electromedical and Electrotherapeutic Apparatus Manufacturing,66821.05634,52.31319641,0.4950627878,1.395557825,11.74597197,17.72849036,1.908064508,1.473920316,2.474278541,0.7741052097,44053,195863.7319
LQDA,Liquidia Corp,Research and Development in Biotechnology (except Nanobiotechnology),30557.06354,92.83619162,0.5638363739,1.405771028,20.42143758,31.25098757,1.84092282,2.217180411,3.982317626,0.7573084546,40047,191490.2338
CSWC,Capital Southwest Corp,Miscellaneous Intermediation,4226.00433,41.32615713,0.3111032978,0.5238572408,11.0199596,11.44733985,2.006365283,1.157495095,5.184946954,0.3995396025,14207,154692.7069
IRON,Disc Medicine Inc,Research and Development in Biotechnology (except Nanobiotechnology),949.8096257,99.88563789,0.2170040081,0.5208765005,22.34524715,29.8813062,2.042483889,2.093832176,7.019523717,0.1971263705,2135,201836.7295
FEMY,Femasys Inc,Surgical and Medical Instrument Manufacturing,37671.90441,58.34278349,0.5878855821,1.426946347,12.27978663,19.22771103,1.478863337,1.616468424,0.523110487,0.8457436969,41302,180422.0372
RDWR,Radware Ltd,Software Publishers,6467.69582,5.184630429,0.4756878233,0.8101036425,4.652740272,7.297838877,2.120950624,0.5092363236,2.106054957,0.4214593803,20953,119243.3185
RMR,RMR Group Inc,Nonresidential Property Managers,32774.38617,59.08872487,0.5154747353,1.158501444,12.59240381,20.82573421,1.224518199,1.541688497,1.222029072,0.6994930259,40805,188099.822
MNDY,monday.com Ltd,Software Publishers,1095.219211,28.18269687,0.4176298183,0.5145426676,7.004226975,17.00158349,2.190625504,1.411120983,1.228232762,0.2195743978,3087,116446.2249
TEAD,Teads Holding Co,Web Search Portals and All Other Information Services,3614.731933,4.215650882,0.2551216961,0.8038915807,4.226780604,8.10220277,1.880466355,0.9883397746,7.593330599,0.3097949487,12707,96089.13925
GLTO,Galecto Inc,Research and Development in Biotechnology (except Nanobiotechnology),7467.499216,82.26447716,0.2864641506,0.7903292802,17.49449596,22.29262596,2.296177044,1.580454046,7.520622009,0.4233127534,22450,188678.5121
VNET,VNET Group Inc,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",7851.027689,28.29723406,0.6535096815,1.079182779,8.176283572,14.74248871,1.708987141,1.269274735,6.119810598,0.5217502819,23401,119978.4359
TVRD,Tvardi Therapeutics Inc,Research and Development in Biotechnology (except Nanobiotechnology),4324.03572,79.85830685,0.3411025463,0.7400619553,11.19418303,17.95922622,2.101910038,1.25398003,5.322972818,0.4137967181,15063,164526.3584
FRAF,Franklin Financial Services Corp,Commercial Banking,15669.05339,29.53354071,0.4048981162,1.28384357,11.04144105,7.693236399,1.483619551,0.5296928728,6.859778348,0.6719786339,33194,147264.9803
MIRA,MIRA Pharmaceuticals Inc,Research and Development in Biotechnology (except Nanobiotechnology),2060.85967,20.23830903,0.15,0.5427112039,5.509605761,8.603320245,2.705273303,1.126793433,0.9380655357,0.2283637455,6446,115006.1393
OPRA,Opera Ltd,Software Publishers,6255.195162,97.41962184,0.5355862428,0.9194301752,20.4967857,25.41234444,1.442390765,1.543742901,1.396143448,0.4561517949,19981,237440.4676
CLMB,Climb Global Solutions Inc,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,8573.040763,36.80288745,0.4264888335,0.9825731805,10.567255,15.87082308,2.017265829,1.261450381,2.878346925,0.5212385699,25030,137358.258
LEXX,Lexaria Bioscience Corp,Medicinal and Botanical Manufacturing,13757.64029,60.53624493,0.4720402681,1.156396248,17.25649596,22.12682032,1.40303572,1.456515089,6.743692849,0.5948224832,31151,169433.7525
DAIC,CID HoldCo Inc,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,17430.22172,61.38816779,0.5191388738,0.948418623,15.70366139,20.58886539,1.543058497,1.846845126,4.041744071,0.6701180898,35095,178256.5459
RYOJ,rYojbaba Co Ltd,Offices of All Other Miscellaneous Health Practitioners,1924.559704,56.48687474,0.4300842603,0.444387384,12.71612432,14.6697109,2.252760079,1.217556602,4.276810726,0.2575799436,5686,145432.8319
DSWL,Deswell Industries Inc,Audio and Video Equipment Manufacturing,1177.426025,91.55487861,0.283811017,0.547000051,17.68013645,25.41975139,2.332373508,1.708896277,2.219490722,0.2035280008,2698,200631.5538
TELO,Telomir Pharmaceuticals Inc,Pharmaceutical Preparation Manufacturing,34380.1689,67.76966607,0.8,1.200426359,17.41954143,27.86857638,1.604955897,2.043001993,5.362906109,0.803186796,41199,190778.6229
TNGX,Tango Therapeutics Inc,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and",11056.78803,40.96956741,0.4917833912,0.9821639657,8.931628465,10.17493831,1.877347141,1.440041749,7.158816155,0.5568146675,28596,141760.8643
TENX,Tenax Therapeutics Inc,Research and Development in Biotechnology (except Nanobiotechnology),3022.498728,86.37565807,0.4562747577,0.6448547589,18.24266861,19.70003727,1.947215647,1.566139769,2.971356649,0.300192562,10654,195803.7563
SDM,Smart Digital Group Ltd,Marketing Consulting Services,47734.29427,18.92522701,0.6491650219,1.223109095,7.642103357,11.23053369,1.566045516,0.9860427921,5.143894548,0.7372820722,42847,144106.9381
GEOS,Geospace Technologies Corp,Other Measuring and Controlling Device Manufacturing,8525.633128,54.879439,0.4675231791,0.9443475932,12.71707675,17.17452511,1.858687218,1.498045052,2.989617231,0.5423358223,25089,185075.4818
SENEB,Seneca Foods Corp,Fruit and Vegetable Canning,30551.82272,95.10448682,0.5608668384,1.485850031,19.795944,29.26793116,1.55165467,1.648860744,6.445393339,0.8391278739,40138,261310.423
TTMI,TTM Technologies Inc,Bare Printed Circuit Board Manufacturing,8046.92398,62.91436536,0.4641748496,0.9938648659,14.72149459,15.97820866,1.925947562,1.308196285,4.062198027,0.4619569136,23643,156201.6635
ELWT,Elauwit Connection Inc,Wired Telecommunications Carriers,87984.90242,81.8798766,0.6670459006,1.352263144,17.9680826,21.9478336,1.72039066,1.996183211,3.046017667,0.832072055,44680,179662.8018
SLGL,Sol Gel Technologies Ltd,Research and Development in Biotechnology (except Nanobiotechnology),60987.97645,65.70251183,0.5698326927,1.423768073,15.06384025,13.63349859,1.502996977,1.213224409,3.650366407,0.854182595,43999,187452.8367
ACHC,Acadia Healthcare Company Inc,Nursing Care Facilities (Skilled Nursing Facilities),5504.196208,84.09771549,0.4571653563,0.8484683117,18.24117943,28.01436623,1.983122263,1.922273843,1.18420641,0.4810629394,17864,161204.8098
BYRN,Byrna Technologies Inc,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",23811.12403,94.5043001,0.6896379821,1.055914478,19.31569281,25.93046525,1.506762333,1.800650571,6.99587865,0.7320349685,37834,217561.0237
ZEUS,Olympic Steel Inc,Metal Service Centers and Other Metal Merchant Wholesalers,16098.38354,28.01925103,0.7343918821,1.196362504,8.213747323,10.46619805,1.398514362,0.9442146462,7.685517915,0.6547942163,33703,139471.7783
OPAL,Opal Fuels Inc,Natural Gas Extraction,38345.05576,17.79644704,0.6482918726,1.382036596,7.675468947,7.243748301,1.675356822,0.9250855495,4.080606348,0.7257098812,40878,140523.4701
HHS,Harte Hanks Inc,Marketing Consulting Services,2331.145025,48.91508428,0.5205510995,0.7044897133,11.2656828,11.82739119,2.539973499,1.246424162,2.160029061,0.2685502617,7685,151060.6448
MRVI,Maravai LifeSciences Holdings Inc,Biological Product (except Diagnostic) Manufacturing,16903.64837,70.48438026,0.5242288218,1.274422091,14.40209213,20.52531126,1.703959386,1.459901552,5.484921493,0.7743324859,33944,184284.8532
RYTM,Rhythm Pharmaceuticals Inc,Drugs and Druggists' Sundries Merchant Wholesalers,26426.75941,23.49193407,0.6577465089,1.237505046,8.019565106,8.30120299,1.324611937,0.4169098018,3.892861097,0.7751165674,38889,145114.3205
FWRD,Forward Air Corp (Delaware),Scheduled Freight Air Transportation,899.2271046,1.406043593,0.4212751006,0.4644300041,5.031771798,8.350142427,2.534606448,1.010630622,2.392250606,0.1748462995,2324,109948.0584
CHA,Chagee Holdings Ltd,Snack and Nonalcoholic Beverage Bars,1793.838095,34.95057647,0.2314959068,0.6463150889,10.29542443,20.4833439,2.108754703,1.95079241,0.7882485762,0.2422584802,5341,127995.4199
NVCR,Novocure Ltd,Electromedical and Electrotherapeutic Apparatus Manufacturing,642.2286495,96.91707421,0.2325994431,0.4589604077,20.91212937,26.05179238,2.519615904,1.727337337,7.172783388,0.1623169086,1716,205160.0299
KROS,Keros Therapeutics Inc,Research and Development in Biotechnology (except Nanobiotechnology),5370.814243,69.8017786,0.5703012912,0.8184629086,14.72257067,16.78275147,1.917735285,1.044904897,6.47550764,0.39302163,17356,200190.1117
ADSE,Ads-Tec Energy PLC,Battery Manufacturing,17554.6423,40.73121895,0.4690653553,1.413908815,11.40496073,16.8319745,1.726211354,1.477081322,6.717545432,0.7331504817,35186,156973.28
PTRN,Pattern Group Inc,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",45019.5207,20.06503364,0.4795566279,1.367095238,8.186796617,8.146780717,1.351643684,1.256105489,3.798797982,0.8273392624,42438,140094.088
IART,Integra Lifesciences Holdings Corp,Analytical Laboratory Instrument Manufacturing,8110.677982,36.2528777,0.6148010682,0.964011724,9.524989224,18.58994066,1.723277265,1.535371747,6.14941544,0.5240058218,23402,167707.7124
ZOOZ,Zooz Strategy Ltd,Other Gasoline Stations,52384.27135,17.8141039,0.7153792753,1.55056941,7.782726764,15.55013112,1.080433303,1.622446567,4.859189479,0.7914059056,43703,121699.5221
SBC,SBC Medical Group Holdings Inc,Administrative Management and General Management Consulting Services,1416.439002,11.52427631,0.3716417505,0.5656080659,8.232723569,11.38675343,2.345391103,1.22807138,3.310814723,0.2568594522,3904,129804.7808
DSGR,Distribution Solutions Group Inc,Industrial Machinery and Equipment Merchant Wholesalers,960.9900722,90.76749488,0.2977812552,0.3803232954,18.89488356,21.98198073,2.365405297,1.740469233,6.820565661,0.2047046613,2037,190942.8608
TTRX,Turn Therapeutics Inc,Research and Development in Biotechnology (except Nanobiotechnology),6942.142801,99.7673835,0.387707036,0.82774285,20.30498342,25.08867048,2.072190047,1.650833388,7.99068161,0.4631189731,21100,222558.1127
WBD,Warner Bros Discovery Inc,Teleproduction and Other Postproduction Services,11765.20287,17.24732952,0.5534626851,1.081985408,6.529106932,8.947931482,1.801956454,1.004477952,7.244617305,0.6505355955,29223,139896.6752
MTSI,MACOM Technology Solutions Holdings Inc,Semiconductor and Related Device Manufacturing,7135.155386,6.397733329,0.5946483838,0.9457193228,8.912948276,13.84623933,1.703322539,1.186417775,6.321439788,0.4733353761,21920,112848.0902
CRNC,Cerence Inc,Software Publishers,620.8518492,33.64337961,0.2988566126,0.3354052996,9.073972386,16.00766385,2.609769779,1.287636048,6.106309791,0.15,1282,136152.8641
SMMT,Summit Therapeutics Inc,Research and Development in Biotechnology (except Nanobiotechnology),6668.024766,46.7042589,0.639361582,0.8951003911,9.503963643,10.29521848,2.263436217,0.9639878984,5.376866323,0.4453313106,20783,165279.4783
KMB,Kimberly-Clark Corp,Sanitary Paper Product Manufacturing,1551.006889,21.27730346,0.1852058014,0.3513934781,9.481871699,16.41097474,2.08352876,1.36567143,6.902131226,0.15,4645,113203.7481
NAKA,Kindly MD Inc,All Other Miscellaneous Ambulatory Health Care Services,16574.65606,30.84106627,0.5515165421,1.048115999,9.453934381,15.1977781,1.811274115,1.000619908,4.198109359,0.706969235,34034,132694.7482
ADTN,ADTRAN Holdings Inc,All Other Telecommunications,11521.16319,20.88620283,0.4289234435,1.02934991,7.678367694,9.69067276,2.123547011,1.146877318,1.862971326,0.5324586206,28497,139722.4349
GT,Goodyear Tire & Rubber Co,Tire Manufacturing (except Retreading),2402.264857,77.65179627,0.2011780084,0.5439228563,15.82943877,17.73519084,2.095709327,1.211210483,6.260372932,0.2193843255,7870,179571.7214
BGMS,Bio Green Med Solution Inc,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and",4005.335814,71.54521638,0.3254553246,0.6740668753,18.53935439,24.59592342,2.073356418,1.679741926,7.396297806,0.2815273958,13317,183017.9772
CMRC,Commerce.com Inc,Software Publishers,2081.755442,63.86020006,0.3638910797,0.4991757267,15.11091543,16.95433306,2.367054464,1.413828632,3.060142189,0.2443162991,6698,149236.0254
ORIQ,Origin Investment Corp I,Other Financial Vehicles,6882.987654,39.33456785,0.4907368251,0.8369869737,11.72481201,19.14081696,1.474947932,1.271586164,6.372374735,0.4766276142,21045,135826.8076
CECO,CECO Environmental Corp,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,23346.29995,90.99505319,0.7840874426,1.34127336,18.89318141,21.30016938,1.292543494,1.171715857,2.552920273,0.7340844495,37862,215418.853
HQI,Hirequest Inc,Temporary Help Services,2273.672739,96.98372161,0.3558550309,0.6801268089,19.95263266,27.58627777,1.940487616,1.802704553,7.56950205,0.2188165678,7735,195824.4083
LVO,LiveOne Inc,Music Publishers,13587.13712,18.19029195,0.6141027992,1.098384158,9.826480708,13.54992776,1.243291205,0.8912768893,5.62595744,0.5981782377,31204,109063.5553
SEAT,Vivid Seats Inc,Web Search Portals and All Other Information Services,3927.325204,23.0782515,0.3961176089,0.8109830625,8.085455733,10.02067223,2.37066229,1.143495798,4.769569904,0.3790163686,13917,144013.253
DJCO,Daily Journal Corp,Newspaper Publishers,2865.722007,53.03747177,0.5056545394,0.5813881697,10.77021445,14.61576282,1.572722905,1.000087426,6.349026184,0.2756979588,9624,162505.5434
CAMP,CAMP4 Therapeutics Corp,Research and Development in Biotechnology (except Nanobiotechnology),6526.242095,10.03380636,0.6816527198,0.7710603215,7.807152935,14.60853303,2.0225945,1.527457764,6.599233779,0.4836155825,20998,103797.1153
KPTI,Karyopharm Therapeutics Inc,Pharmaceutical Preparation Manufacturing,2142.507645,44.20839148,0.3606889104,0.6194841337,12.37631114,13.27480114,2.485312065,1.162581479,7.192774237,0.2151607945,6694,153167.427
WERN,Werner Enterprises Inc,"General Freight Trucking, Long-Distance, Truckload",3818.617935,58.59733521,0.2808993605,0.8313372101,13.95157,17.50541434,1.979524585,1.387105556,7.258396496,0.3603305241,12982,152776.5278
HCAI,Huachen AI Parking Management Technology Holding Co Ltd,All Other Miscellaneous Fabricated Metal Product Manufacturing,1762.642768,52.68528354,0.2847912465,0.6900926489,13.60892239,16.07547618,1.964277515,0.9076475432,0.8951811917,0.2793434976,5497,158453.6084
SLNG,Stabilis Solutions Inc,Pipeline Transportation of Natural Gas,78408.93486,33.75994972,0.6631934303,1.486805456,9.507876128,13.29359995,1.525852735,1.193652523,1.42180706,0.87,44282,160426.5192
